unique_id,gvkey,fyear,filename,length,Similarity
112333,160213,2011,0001126741-12-000006.txt,,
112332,160213,2012,0001102624-13-000684.txt,,
112331,160213,2014,0001558370-15-001072.txt,,
112330,160213,2015,0001558370-16-006362.txt,,
49531,160216,2004,0001193125-04-208076.txt,,
49529,160216,2005,0001193125-05-240851.txt,,
49528,160216,2006,0001193125-06-252476.txt,,
49532,160216,2007,0001193125-07-264687.txt,,
49530,160216,2008,0001193125-08-250340.txt,,
49525,160216,2009,0001193125-09-236822.txt,,
49526,160216,2010,0001193125-10-260750.txt,,
49527,160216,2011,0001193125-11-311168.txt,,
49524,160216,2012,0001193125-12-474194.txt,,
49523,160216,2013,0001193125-13-440338.txt,,
49522,160216,2014,0001564590-15-000668.txt,,
49521,160216,2015,0001564590-16-012666.txt,,
116119,160231,2006,0001193125-06-189465.txt,,
116118,160231,2007,0001193125-07-197383.txt,,
113316,160232,2004,0001193125-05-047886.txt,,
113315,160232,2005,0001193125-06-041361.txt,,
113314,160232,2006,0001193125-07-045453.txt,,
113313,160232,2007,0001193125-08-057377.txt,,
113312,160232,2008,0001135711-09-000004.txt,,
113319,160232,2009,0001193125-10-065012.txt,,
113318,160232,2010,0001135711-11-000004.txt,,
113317,160232,2011,0001135711-12-000008.txt,,
120210,160237,2004,0001104659-05-012531.txt,,
120209,160237,2005,0001104659-06-018053.txt,,
120208,160237,2006,0001104659-07-020456.txt,,
120207,160237,2007,0001047469-08-002307.txt,,
112819,160254,2004,0001193125-05-060817.txt,,
112817,160254,2005,0001193125-06-055041.txt,,
112816,160254,2006,0000950134-07-005384.txt,,
112818,160254,2007,0000950134-08-004902.txt,,
112815,160254,2008,0001193125-09-069182.txt,,
120325,160255,2004,0001047469-05-007312.txt,,
120324,160255,2005,0001047469-06-003426.txt,,
120323,160255,2006,0001104659-07-014947.txt,,
120322,160255,2008,0001047469-09-001817.txt,,
120321,160255,2009,0001047469-10-000976.txt,,
120320,160255,2012,0001274057-13-000006.txt,,
120319,160255,2013,0001274057-14-000008.txt,,
120318,160255,2014,0001274057-15-000012.txt,,
50269,160260,2002,0001047469-03-010748.txt,,
50268,160260,2003,0001047469-04-008194.txt,,
50266,160260,2004,0001104659-05-009390.txt,,
50265,160260,2005,0001104659-06-015128.txt,,
50264,160260,2006,0001104659-07-015490.txt,,
50263,160260,2007,0001104659-08-014358.txt,,
117655,160272,2004,0001193125-05-077702.txt,,
117654,160272,2005,0001193125-06-070013.txt,,
117653,160272,2006,0001193125-07-053609.txt,,
117652,160272,2007,0001193125-08-051757.txt,,
117651,160272,2008,0001193125-09-038833.txt,,
117650,160272,2009,0001193125-10-042884.txt,,
117649,160272,2010,0001193125-11-051907.txt,,
117648,160272,2011,0001193125-12-088003.txt,,
117647,160272,2012,0001047469-13-001688.txt,,
117646,160272,2013,0001047469-14-001597.txt,,
115734,160281,2011,0001193125-12-119675.txt,,
115733,160281,2012,0001193125-13-077805.txt,,
121391,160336,2004,0000950149-05-000144.txt,,
121390,160336,2005,0000950134-06-005178.txt,,
121389,160336,2006,0000950134-07-005385.txt,,
121388,160336,2007,0000950134-08-004471.txt,,
121387,160336,2008,0000950134-09-004386.txt,,
67377,160340,2004,0000950129-05-002522.txt,,
